cve,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware
CVE-2026-16232,Check Point,SmartConsole,2026-07-22,Unknown
CVE-2026-50522,Microsoft,SharePoint,2026-07-22,Unknown
CVE-2026-60137,WordPress,Core,2026-07-21,Unknown
CVE-2026-63030,WordPress,Core,2026-07-21,Unknown
CVE-2026-0770,Langflow,Langflow,2026-07-21,Unknown
CVE-2021-27137,DD-WRT,DD-WRT,2026-07-21,Unknown
CVE-2026-58644,Microsoft,SharePoint,2026-07-16,Unknown
CVE-2026-25089,Fortinet,FortiSandbox,2026-07-16,Unknown
CVE-2026-39808,Fortinet,FortiSandbox,2026-07-16,Unknown
CVE-2026-46817,Oracle,E-Business Suite,2026-07-15,Unknown
CVE-2023-4346,KNX Association,KNX Protocol Connection Authorization Option 1,2026-07-15,Unknown
CVE-2026-56155,Microsoft,Active Directory Federation Services,2026-07-14,Unknown
CVE-2026-56164,Microsoft,SharePoint Server,2026-07-14,Unknown
CVE-2026-15409,SonicWall,SMA1000 Appliances,2026-07-14,Unknown
CVE-2026-15410,SonicWall,SMA1000 Appliances,2026-07-14,Unknown
CVE-2008-4128,Cisco,IOS,2026-07-13,Unknown
CVE-2026-56291,Balbooa,Forms,2026-07-10,Unknown
CVE-2026-48939,iCagenda,iCagenda,2026-07-10,Unknown
CVE-2026-48908,JoomShaper,SP Page Builder,2026-07-07,Unknown
CVE-2026-55255,Langflow,Langflow,2026-07-07,Unknown
CVE-2026-56290,Joomlack,Page Builder,2026-07-07,Unknown
CVE-2026-48282,Adobe,ColdFusion,2026-07-07,Unknown
CVE-2026-45659,Microsoft,SharePoint Server,2026-07-01,Unknown
CVE-2026-48558,SimpleHelp ,SimpleHelp,2026-06-29,Unknown
CVE-2026-12569,PTC,Windchill and FlexPLM,2026-06-25,Known
CVE-2026-20230,Cisco,Unified Communications Manager,2026-06-25,Unknown
CVE-2025-67038,Lantronix,EDS5000,2026-06-23,Unknown
CVE-2026-34910,Ubiquiti,UniFi OS,2026-06-23,Unknown
CVE-2026-34909,Ubiquiti,UniFi OS,2026-06-23,Unknown
CVE-2026-34908,Ubiquiti,UniFi OS,2026-06-23,Unknown
CVE-2026-20253,Splunk,Enterprise,2026-06-18,Unknown
CVE-2026-48907,Widget Factory,Joomla Content Editor ,2026-06-16,Unknown
CVE-2026-54420,LiteSpeed,cPanel Plugin,2026-06-15,Unknown
CVE-2026-20262,Cisco,Catalyst SD-WAN Manager,2026-06-15,Unknown
CVE-2026-35273,Oracle, PeopleSoft Enterprise PeopleTools,2026-06-12,Known
CVE-2026-10520,Ivanti,Sentry,2026-06-11,Unknown
CVE-2026-11645,Google,Chromium V8,2026-06-09,Unknown
CVE-2026-7473,Arista,Extensible Operating System,2026-06-09,Unknown
CVE-2026-20245,Cisco,Catalyst SD-WAN Manager,2026-06-09,Unknown
CVE-2026-42271,BerriAI,LiteLLM,2026-06-08,Unknown
CVE-2026-50751,Check Point,Security Gateway,2026-06-08,Known
CVE-2026-28318,SolarWinds,Serv-U,2026-06-05,Unknown
CVE-2026-45247,Mirasvit,Mirasvit Full Page Cache Warmer,2026-06-03,Unknown
CVE-2022-0492,Linux,Kernel,2026-06-02,Unknown
CVE-2025-48595,Android,Framework,2026-06-02,Unknown
CVE-2024-21182,Oracle,WebLogic Server,2026-06-01,Unknown
CVE-2026-0257,Palo Alto Networks,PAN-OS,2026-05-29,Known
CVE-2026-48027,Nx,Nx Console,2026-05-27,Known
CVE-2026-45321,TanStack,TanStack,2026-05-27,Known
CVE-2026-8398,Daemon,Daemon Tools Lite,2026-05-27,Unknown
CVE-2026-48172,LiteSpeed,cPanel Plugin,2026-05-26,Unknown
CVE-2026-9082,Drupal,Core,2026-05-22,Unknown
CVE-2025-34291,Langflow,Langflow,2026-05-21,Unknown
CVE-2026-34926,Trend Micro,Apex One,2026-05-21,Unknown
CVE-2008-4250,Microsoft,Windows,2026-05-20,Unknown
CVE-2009-1537,Microsoft,DirectX,2026-05-20,Unknown
CVE-2009-3459,Adobe,Acrobat and Reader,2026-05-20,Unknown
CVE-2010-0249,Microsoft,Internet Explorer,2026-05-20,Unknown
CVE-2010-0806,Microsoft,Internet Explorer,2026-05-20,Unknown
CVE-2026-41091,Microsoft,Defender,2026-05-20,Unknown
CVE-2026-45498,Microsoft,Defender,2026-05-20,Unknown
CVE-2026-42897,Microsoft,Microsoft,2026-05-15,Unknown
CVE-2026-20182,Cisco,Catalyst SD-WAN,2026-05-14,Unknown
CVE-2026-42208,BerriAI,LiteLLM,2026-05-08,Unknown
CVE-2026-6973,Ivanti,Endpoint Manager Mobile (EPMM),2026-05-07,Unknown
CVE-2026-0300,Palo Alto Networks,PAN-OS,2026-05-06,Unknown
CVE-2026-31431,Linux,Kernel,2026-05-01,Unknown
CVE-2026-41940,WebPros,cPanel & WHM and WP2 (WordPress Squared),2026-04-30,Known
CVE-2024-1708,ConnectWise,ScreenConnect,2026-04-28,Known
CVE-2026-32202,Microsoft,Windows,2026-04-28,Unknown
CVE-2025-29635,D-Link,DIR-823X,2026-04-24,Unknown
CVE-2024-7399,Samsung,MagicINFO 9 Server,2026-04-24,Unknown
CVE-2024-57728,SimpleHelp ,SimpleHelp,2026-04-24,Known
CVE-2024-57726,SimpleHelp ,SimpleHelp,2026-04-24,Known
CVE-2026-39987,Marimo,Marimo,2026-04-23,Unknown
CVE-2026-33825,Microsoft,Defender,2026-04-22,Known
CVE-2026-20122,Cisco,Catalyst SD-WAN Manger,2026-04-20,Unknown
CVE-2026-20133,Cisco,Catalyst SD-WAN Manager,2026-04-20,Unknown
CVE-2025-2749,Kentico,Kentico Xperience,2026-04-20,Unknown
CVE-2023-27351,PaperCut,NG/MF,2026-04-20,Known
CVE-2025-48700,Synacor,Zimbra Collaboration Suite (ZCS),2026-04-20,Unknown
CVE-2026-20128,Cisco,Catalyst SD-WAN Manager,2026-04-20,Unknown
CVE-2025-32975,Quest,KACE Systems Management Appliance (SMA),2026-04-20,Unknown
CVE-2024-27199,JetBrains,TeamCity,2026-04-20,Known
CVE-2026-34197,Apache,ActiveMQ,2026-04-16,Unknown
CVE-2009-0238,Microsoft,Office,2026-04-14,Unknown
CVE-2026-32201,Microsoft,SharePoint Server,2026-04-14,Unknown
CVE-2012-1854,Microsoft,Visual Basic for Applications (VBA),2026-04-13,Unknown
CVE-2025-60710,Microsoft,Windows,2026-04-13,Unknown
CVE-2023-21529,Microsoft,Exchange Server,2026-04-13,Known
CVE-2023-36424,Microsoft,Windows,2026-04-13,Unknown
CVE-2020-9715,Adobe,Acrobat,2026-04-13,Unknown
CVE-2026-21643,Fortinet,FortiClient EMS,2026-04-13,Unknown
CVE-2026-34621,Adobe,Acrobat and Reader,2026-04-13,Unknown
CVE-2026-1340,Ivanti,Endpoint Manager Mobile (EPMM),2026-04-08,Unknown
CVE-2026-35616,Fortinet,FortiClient EMS,2026-04-06,Unknown
CVE-2026-3502,TrueConf,Client,2026-04-02,Unknown
CVE-2026-5281,Google,Dawn,2026-04-01,Unknown
CVE-2026-3055,Citrix,NetScaler,2026-03-30,Unknown
CVE-2025-53521,F5,BIG-IP,2026-03-27,Unknown
CVE-2026-33634,Aquasecurity,Trivy,2026-03-26,Unknown
CVE-2026-33017,Langflow,Langflow,2026-03-25,Unknown
CVE-2025-32432,Craft CMS,Craft CMS,2026-03-20,Unknown
CVE-2025-54068,Laravel,Livewire,2026-03-20,Unknown
CVE-2025-43510,Apple,Multiple Products,2026-03-20,Unknown
CVE-2025-43520,Apple,Multiple Products,2026-03-20,Unknown
CVE-2025-31277,Apple,Multiple Products,2026-03-20,Unknown
CVE-2026-20131,Cisco,Secure Firewall Management Center (FMC),2026-03-19,Known
CVE-2025-66376,Synacor,Zimbra Collaboration Suite (ZCS),2026-03-18,Unknown
CVE-2026-20963,Microsoft,SharePoint,2026-03-18,Unknown
CVE-2025-47813,Wing FTP Server,Wing FTP Server,2026-03-16,Unknown
CVE-2026-3910,Google,Chromium V8,2026-03-13,Unknown
CVE-2026-3909,Google,Skia,2026-03-13,Unknown
CVE-2025-68613,n8n,n8n,2026-03-11,Unknown
CVE-2021-22054,Omnissa,Workspace One UEM,2026-03-09,Unknown
CVE-2025-26399,SolarWinds,Web Help Desk,2026-03-09,Unknown
CVE-2026-1603,Ivanti, Endpoint Manager (EPM),2026-03-09,Unknown
CVE-2017-7921,Hikvision,Multiple Products,2026-03-05,Unknown
CVE-2021-22681,Rockwell,Multiple Products,2026-03-05,Unknown
CVE-2023-43000,Apple,Multiple Products,2026-03-05,Unknown
CVE-2021-30952,Apple,Multiple Products,2026-03-05,Unknown
CVE-2023-41974,Apple,iOS and iPadOS,2026-03-05,Unknown
CVE-2026-22719,Broadcom,VMware Aria Operations,2026-03-03,Unknown
CVE-2026-21385,Qualcomm,Multiple Chipsets,2026-03-03,Unknown
CVE-2022-20775,Cisco,SD-WAN,2026-02-25,Unknown
CVE-2026-20127,Cisco,Catalyst SD-WAN Controller and Manager,2026-02-25,Unknown
CVE-2026-25108,Soliton Systems K.K,FileZen,2026-02-24,Unknown
CVE-2025-49113,Roundcube,Webmail,2026-02-20,Unknown
CVE-2025-68461,Roundcube,Webmail,2026-02-20,Unknown
CVE-2021-22175,GitLab,GitLab,2026-02-18,Unknown
CVE-2026-22769,Dell,RecoverPoint for Virtual Machines (RP4VMs),2026-02-18,Unknown
CVE-2020-7796,Synacor,Zimbra Collaboration Suite,2026-02-17,Unknown
CVE-2024-7694,TeamT5,ThreatSonar Anti-Ransomware,2026-02-17,Unknown
CVE-2008-0015,Microsoft,Windows,2026-02-17,Unknown
CVE-2026-2441,Google,Chromium,2026-02-17,Unknown
CVE-2026-1731,BeyondTrust,Remote Support (RS) and Privileged Remote Access (PRA),2026-02-13,Known
CVE-2026-20700,Apple,Multiple Products,2026-02-12,Unknown
CVE-2024-43468,Microsoft,Configuration Manager,2026-02-12,Unknown
CVE-2025-15556,Notepad++,Notepad++,2026-02-12,Unknown
CVE-2025-40536,SolarWinds,Web Help Desk,2026-02-12,Unknown
CVE-2026-21513,Microsoft,Windows,2026-02-10,Unknown
CVE-2026-21525,Microsoft,Windows,2026-02-10,Unknown
CVE-2026-21510,Microsoft,Windows,2026-02-10,Unknown
CVE-2026-21533,Microsoft,Windows,2026-02-10,Unknown
CVE-2026-21519,Microsoft,Windows,2026-02-10,Unknown
CVE-2026-21514,Microsoft,Office,2026-02-10,Unknown
CVE-2025-11953,React Native Community,CLI,2026-02-05,Unknown
CVE-2026-24423,SmarterTools,SmarterMail,2026-02-05,Known
CVE-2021-39935,GitLab,Community and Enterprise Editions,2026-02-03,Unknown
CVE-2025-64328,Sangoma,FreePBX ,2026-02-03,Unknown
CVE-2019-19006,Sangoma,FreePBX,2026-02-03,Unknown
CVE-2025-40551,SolarWinds,Web Help Desk,2026-02-03,Unknown
CVE-2026-1281,Ivanti,Endpoint Manager Mobile (EPMM),2026-01-29,Unknown
CVE-2026-24858,Fortinet,Multiple Products,2026-01-27,Unknown
CVE-2018-14634,Linux,Kernel,2026-01-26,Unknown
CVE-2025-52691,SmarterTools,SmarterMail,2026-01-26,Known
CVE-2026-23760,SmarterTools,SmarterMail,2026-01-26,Known
CVE-2026-24061,GNU,InetUtils,2026-01-26,Unknown
CVE-2026-21509,Microsoft,Office,2026-01-26,Unknown
CVE-2024-37079,Broadcom,VMware vCenter Server,2026-01-23,Unknown
CVE-2025-68645,Synacor, Zimbra Collaboration Suite (ZCS),2026-01-22,Unknown
CVE-2025-34026,Versa,Concerto,2026-01-22,Unknown
CVE-2025-31125,Vite,Vitejs,2026-01-22,Unknown
CVE-2025-54313,Prettier,eslint-config-prettier,2026-01-22,Unknown
CVE-2026-20045,Cisco,Unified Communications Manager,2026-01-21,Unknown
CVE-2026-20805,Microsoft,Windows,2026-01-13,Unknown
CVE-2025-8110,Gogs,Gogs,2026-01-12,Unknown
CVE-2009-0556,Microsoft,Office,2026-01-07,Unknown
CVE-2025-37164,Hewlett Packard Enterprise (HPE),OneView,2026-01-07,Unknown
CVE-2025-14847,MongoDB,MongoDB and MongoDB Server,2025-12-29,Unknown
CVE-2023-52163,Digiever,DS-2105 Pro,2025-12-22,Unknown
CVE-2025-14733,WatchGuard,Firebox,2025-12-19,Unknown
CVE-2025-59374,ASUS,Live Update,2025-12-17,Unknown
CVE-2025-40602,SonicWall,SMA1000 appliance,2025-12-17,Unknown
CVE-2025-20393,Cisco,Multiple Products,2025-12-17,Unknown
CVE-2025-59718,Fortinet,Multiple Products,2025-12-16,Unknown
CVE-2025-14611,Gladinet,CentreStack and Triofox,2025-12-15,Unknown
CVE-2025-43529,Apple,Multiple Products,2025-12-15,Unknown
CVE-2018-4063,Sierra Wireless,AirLink ALEOS,2025-12-12,Unknown
CVE-2025-14174,Google,Chromium,2025-12-12,Unknown
CVE-2025-58360,OSGeo,GeoServer,2025-12-11,Unknown
CVE-2025-6218,RARLAB,WinRAR,2025-12-09,Unknown
CVE-2025-62221,Microsoft,Windows,2025-12-09,Unknown
CVE-2022-37055,D-Link,Routers,2025-12-08,Unknown
CVE-2025-66644,Array Networks ,ArrayOS AG,2025-12-08,Unknown
CVE-2025-55182,Meta,React Server Components,2025-12-05,Known
CVE-2021-26828,OpenPLC,ScadaBR,2025-12-03,Unknown
CVE-2025-48633,Android,Framework,2025-12-02,Unknown
CVE-2025-48572,Android,Framework,2025-12-02,Unknown
CVE-2021-26829,OpenPLC,ScadaBR,2025-11-28,Unknown
CVE-2025-61757,Oracle,Fusion Middleware,2025-11-21,Unknown
CVE-2025-13223,Google,Chromium V8,2025-11-19,Unknown
CVE-2025-58034,Fortinet,FortiWeb,2025-11-18,Unknown
CVE-2025-64446,Fortinet,FortiWeb,2025-11-14,Unknown
CVE-2025-12480,Gladinet,Triofox,2025-11-12,Unknown
CVE-2025-62215,Microsoft,Windows,2025-11-12,Unknown
CVE-2025-9242,WatchGuard,Firebox,2025-11-12,Unknown
CVE-2025-21042,Samsung,Mobile Devices,2025-11-10,Unknown
CVE-2025-48703,CWP,Control Web Panel,2025-11-04,Unknown
CVE-2025-11371,Gladinet,CentreStack and Triofox,2025-11-04,Unknown
CVE-2025-41244,Broadcom,VMware Aria Operations and VMware Tools,2025-10-30,Unknown
CVE-2025-24893,XWiki,Platform,2025-10-30,Unknown
CVE-2025-6204,Dassault Systèmes,DELMIA Apriso,2025-10-28,Unknown
CVE-2025-6205,Dassault Systèmes,DELMIA Apriso,2025-10-28,Unknown
CVE-2025-54236,Adobe,Commerce and Magento,2025-10-24,Unknown
CVE-2025-59287,Microsoft,Windows,2025-10-24,Unknown
CVE-2025-61932,Motex,LANSCOPE Endpoint Manager,2025-10-22,Unknown
CVE-2022-48503,Apple,Multiple Products,2025-10-20,Unknown
CVE-2025-2746,Kentico,Xperience CMS,2025-10-20,Unknown
CVE-2025-2747,Kentico,Xperience CMS,2025-10-20,Unknown
CVE-2025-33073,Microsoft,Windows,2025-10-20,Unknown
CVE-2025-61884,Oracle,E-Business Suite,2025-10-20,Known
CVE-2025-54253,Adobe,Experience Manager (AEM) Forms,2025-10-15,Unknown
CVE-2025-47827,IGEL,IGEL OS,2025-10-14,Unknown
CVE-2025-24990,Microsoft,Windows,2025-10-14,Unknown
CVE-2025-59230,Microsoft,Windows,2025-10-14,Unknown
CVE-2016-7836,SKYSEA,Client View,2025-10-14,Unknown
CVE-2021-43798,Grafana Labs,Grafana,2025-10-09,Unknown
CVE-2025-27915,Synacor,Zimbra Collaboration Suite (ZCS),2025-10-07,Unknown
CVE-2021-22555,Linux,Kernel,2025-10-06,Unknown
CVE-2010-3962,Microsoft,Internet Explorer,2025-10-06,Unknown
CVE-2021-43226,Microsoft,Windows,2025-10-06,Unknown
CVE-2013-3918,Microsoft,Windows,2025-10-06,Unknown
CVE-2011-3402,Microsoft,Windows,2025-10-06,Unknown
CVE-2010-3765,Mozilla,Multiple Products,2025-10-06,Unknown
CVE-2025-61882,Oracle,E-Business Suite,2025-10-06,Known
CVE-2014-6278,GNU,GNU Bash,2025-10-02,Unknown
CVE-2017-1000353,Jenkins,Jenkins,2025-10-02,Unknown
CVE-2015-7755,Juniper,ScreenOS,2025-10-02,Unknown
CVE-2025-21043,Samsung,Mobile Devices,2025-10-02,Unknown
CVE-2025-4008,Smartbedded,Meteobridge,2025-10-02,Unknown
CVE-2025-32463,Sudo,Sudo,2025-09-29,Unknown
CVE-2025-59689,Libraesva,Email Security Gateway,2025-09-29,Unknown
CVE-2025-10035,Fortra,GoAnywhere MFT,2025-09-29,Known
CVE-2025-20352,Cisco,IOS and IOS XE,2025-09-29,Unknown
CVE-2021-21311,Adminer,Adminer,2025-09-29,Unknown
CVE-2025-20362,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,2025-09-25,Unknown
CVE-2025-20333,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,2025-09-25,Unknown
CVE-2025-10585,Google,Chromium V8,2025-09-23,Unknown
CVE-2025-5086,Dassault Systèmes,DELMIA Apriso,2025-09-11,Unknown
CVE-2025-38352,Linux,Kernel,2025-09-04,Unknown
CVE-2025-48543,Android,Runtime,2025-09-04,Unknown
CVE-2025-53690,Sitecore,Multiple Products,2025-09-04,Unknown
CVE-2023-50224,TP-Link,TL-WR841N,2025-09-03,Unknown
CVE-2025-9377,TP-Link,Multiple Routers,2025-09-03,Unknown
CVE-2020-24363,TP-Link,TL-WA855RE,2025-09-02,Unknown
CVE-2025-55177,Meta Platforms,WhatsApp,2025-09-02,Unknown
CVE-2025-57819,Sangoma,FreePBX,2025-08-29,Unknown
CVE-2025-7775,Citrix,NetScaler,2025-08-26,Unknown
CVE-2025-48384,Git,Git,2025-08-25,Unknown
CVE-2024-8068,Citrix,Session Recording,2025-08-25,Unknown
CVE-2024-8069,Citrix,Session Recording,2025-08-25,Unknown
CVE-2025-43300,Apple,"iOS, iPadOS, and macOS",2025-08-21,Unknown
CVE-2025-54948,Trend Micro,Apex One,2025-08-18,Unknown
CVE-2025-8876,N-able,N-Central,2025-08-13,Unknown
CVE-2025-8875,N-able,N-Central,2025-08-13,Unknown
CVE-2025-8088,RARLAB,WinRAR,2025-08-12,Unknown
CVE-2007-0671,Microsoft,Office,2025-08-12,Unknown
CVE-2013-3893,Microsoft,Internet Explorer,2025-08-12,Unknown
CVE-2020-25078,D-Link,DCS-2530L and DCS-2670L Devices,2025-08-05,Unknown
CVE-2020-25079,D-Link,DCS-2530L and DCS-2670L Devices,2025-08-05,Unknown
CVE-2022-40799,D-Link,DNR-322L,2025-08-05,Unknown
CVE-2023-2533,PaperCut,NG/MF,2025-07-28,Unknown
CVE-2025-20337,Cisco,Identity Services Engine,2025-07-28,Unknown
CVE-2025-20281,Cisco,Identity Services Engine,2025-07-28,Unknown
CVE-2025-2775,SysAid,SysAid On-Prem,2025-07-22,Unknown
CVE-2025-2776,SysAid,SysAid On-Prem,2025-07-22,Unknown
CVE-2025-6558,Google,Chromium,2025-07-22,Unknown
CVE-2025-54309,CrushFTP,CrushFTP,2025-07-22,Unknown
CVE-2025-49704,Microsoft,SharePoint,2025-07-22,Known
CVE-2025-49706,Microsoft,SharePoint,2025-07-22,Known
CVE-2025-53770,Microsoft,SharePoint,2025-07-20,Known
CVE-2025-25257,Fortinet,FortiWeb,2025-07-18,Unknown
CVE-2025-47812,Wing FTP Server,Wing FTP Server,2025-07-14,Unknown
CVE-2025-5777,Citrix,NetScaler ADC and Gateway,2025-07-10,Known
CVE-2019-9621,Synacor,Zimbra Collaboration Suite (ZCS),2025-07-07,Unknown
CVE-2019-5418,Rails,Ruby on Rails,2025-07-07,Unknown
CVE-2016-10033,PHP,PHPMailer,2025-07-07,Unknown
CVE-2014-3931,Looking Glass,Multi-Router Looking Glass (MRLG),2025-07-07,Unknown
CVE-2025-6554,Google,Chromium V8,2025-07-02,Unknown
CVE-2025-48928,TeleMessage,TM SGNL,2025-07-01,Unknown
CVE-2025-48927,TeleMessage,TM SGNL,2025-07-01,Unknown
CVE-2025-6543,Citrix,NetScaler ADC and Gateway,2025-06-30,Unknown
CVE-2019-6693,Fortinet,FortiOS,2025-06-25,Known
CVE-2024-0769,D-Link,DIR-859 Router,2025-06-25,Unknown
CVE-2024-54085,AMI,MegaRAC SPx,2025-06-25,Unknown
CVE-2023-0386,Linux,Kernel,2025-06-17,Unknown
CVE-2023-33538,TP-Link,Multiple Routers,2025-06-16,Unknown
CVE-2025-43200,Apple,Multiple Products,2025-06-16,Unknown
CVE-2025-33053,Microsoft,Windows,2025-06-10,Unknown
CVE-2025-24016,Wazuh,Wazuh Server,2025-06-10,Unknown
CVE-2024-42009,Roundcube,Webmail,2025-06-09,Unknown
CVE-2025-32433,Erlang,Erlang/OTP,2025-06-09,Unknown
CVE-2025-5419,Google,Chromium V8,2025-06-05,Unknown
CVE-2025-21479,Qualcomm,Multiple Chipsets,2025-06-03,Unknown
CVE-2025-21480,Qualcomm,Multiple Chipsets,2025-06-03,Unknown
CVE-2025-27038,Qualcomm,Multiple Chipsets,2025-06-03,Unknown
CVE-2021-32030,ASUS,Routers,2025-06-02,Unknown
CVE-2025-3935,ConnectWise,ScreenConnect,2025-06-02,Unknown
CVE-2025-35939,Craft CMS,Craft CMS,2025-06-02,Unknown
CVE-2024-56145,Craft CMS,Craft CMS,2025-06-02,Unknown
CVE-2023-39780,ASUS,RT-AX55 Routers,2025-06-02,Unknown
CVE-2025-4632,Samsung,MagicINFO 9 Server,2025-05-22,Unknown
CVE-2023-38950,ZKTeco,BioTime,2025-05-19,Unknown
CVE-2024-27443,Synacor,Zimbra Collaboration Suite (ZCS),2025-05-19,Unknown
CVE-2025-27920,Srimax,Output Messenger,2025-05-19,Unknown
CVE-2024-11182,MDaemon,Email Server,2025-05-19,Unknown
CVE-2025-4428,Ivanti,Endpoint Manager Mobile (EPMM),2025-05-19,Unknown
CVE-2025-4427,Ivanti,Endpoint Manager Mobile (EPMM),2025-05-19,Unknown
CVE-2025-42999,SAP,NetWeaver,2025-05-15,Unknown
CVE-2024-12987,DrayTek,Vigor Routers,2025-05-15,Unknown
CVE-2025-32756,Fortinet,Multiple Products,2025-05-14,Unknown
CVE-2025-32709,Microsoft,Windows,2025-05-13,Unknown
CVE-2025-30397,Microsoft,Windows,2025-05-13,Unknown
CVE-2025-32706,Microsoft,Windows,2025-05-13,Unknown
CVE-2025-32701,Microsoft,Windows,2025-05-13,Unknown
CVE-2025-30400,Microsoft,Windows,2025-05-13,Unknown
CVE-2025-47729,TeleMessage,TM SGNL,2025-05-12,Unknown
CVE-2024-11120,GeoVision,Multiple Devices,2025-05-07,Unknown
CVE-2024-6047,GeoVision,Multiple Devices,2025-05-07,Unknown
CVE-2025-27363,FreeType,FreeType,2025-05-06,Unknown
CVE-2025-3248,Langflow,Langflow,2025-05-05,Known
CVE-2025-34028,Commvault,Command Center,2025-05-02,Unknown
CVE-2024-58136,Yiiframework,Yii,2025-05-02,Unknown
CVE-2024-38475,Apache,HTTP Server,2025-05-01,Unknown
CVE-2023-44221,SonicWall,SMA100 Appliances,2025-05-01,Unknown
CVE-2025-31324,SAP,NetWeaver,2025-04-29,Known
CVE-2025-1976,Broadcom,Brocade Fabric OS,2025-04-28,Unknown
CVE-2025-42599,Qualitia,Active! Mail,2025-04-28,Unknown
CVE-2025-3928,Commvault,Web Server,2025-04-28,Unknown
CVE-2025-24054,Microsoft,Windows,2025-04-17,Unknown
CVE-2025-31201,Apple,Multiple Products,2025-04-17,Unknown
CVE-2025-31200,Apple,Multiple Products,2025-04-17,Unknown
CVE-2021-20035,SonicWall,SMA100 Appliances,2025-04-16,Unknown
CVE-2024-53150,Linux,Kernel,2025-04-09,Unknown
CVE-2024-53197,Linux,Kernel,2025-04-09,Unknown
CVE-2025-29824,Microsoft,Windows,2025-04-08,Known
CVE-2025-30406,Gladinet,CentreStack,2025-04-08,Unknown
CVE-2025-31161,CrushFTP,CrushFTP,2025-04-07,Known
CVE-2025-22457,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",2025-04-04,Known
CVE-2025-24813,Apache,Tomcat,2025-04-01,Unknown
CVE-2024-20439,Cisco,Smart Licensing Utility,2025-03-31,Unknown
CVE-2025-2783,Google,Chromium Mojo,2025-03-27,Unknown
CVE-2019-9875,Sitecore,CMS and Experience Platform (XP),2025-03-26,Unknown
CVE-2019-9874,Sitecore,CMS and Experience Platform (XP),2025-03-26,Unknown
CVE-2025-30154,reviewdog,action-setup GitHub Action,2025-03-24,Unknown
CVE-2017-12637,SAP,NetWeaver,2025-03-19,Unknown
CVE-2024-48248,NAKIVO,Backup and Replication,2025-03-19,Unknown
CVE-2025-1316,Edimax,IC-7100 IP Camera,2025-03-19,Unknown
CVE-2025-30066,tj-actions,changed-files GitHub Action,2025-03-18,Unknown
CVE-2025-24472,Fortinet,FortiOS and FortiProxy,2025-03-18,Known
CVE-2025-21590,Juniper,Junos OS,2025-03-13,Unknown
CVE-2025-24201,Apple,Multiple Products,2025-03-13,Unknown
CVE-2025-24993,Microsoft,Windows,2025-03-11,Unknown
CVE-2025-24991,Microsoft,Windows,2025-03-11,Unknown
CVE-2025-24985,Microsoft,Windows,2025-03-11,Unknown
CVE-2025-24984,Microsoft,Windows,2025-03-11,Unknown
CVE-2025-24983,Microsoft,Windows,2025-03-11,Unknown
CVE-2025-26633,Microsoft,Windows,2025-03-11,Known
CVE-2024-13161,Ivanti,Endpoint Manager (EPM),2025-03-10,Unknown
CVE-2024-13160,Ivanti,Endpoint Manager (EPM),2025-03-10,Unknown
CVE-2024-13159,Ivanti,Endpoint Manager (EPM),2025-03-10,Unknown
CVE-2024-57968,Advantive,VeraCore,2025-03-10,Unknown
CVE-2025-25181,Advantive,VeraCore,2025-03-10,Unknown
CVE-2025-22226,VMware,"ESXi, Workstation, and Fusion",2025-03-04,Unknown
CVE-2025-22225,VMware,ESXi,2025-03-04,Known
CVE-2025-22224,VMware,ESXi and Workstation,2025-03-04,Unknown
CVE-2024-50302,Linux,Kernel,2025-03-04,Unknown
CVE-2024-4885,Progress,WhatsUp Gold,2025-03-03,Unknown
CVE-2018-8639,Microsoft,Windows,2025-03-03,Known
CVE-2022-43769,Hitachi Vantara,Pentaho Business Analytics (BA) Server,2025-03-03,Unknown
CVE-2022-43939,Hitachi Vantara,Pentaho Business Analytics (BA) Server,2025-03-03,Unknown
CVE-2023-20118,Cisco,Small Business RV Series Routers,2025-03-03,Unknown
CVE-2023-34192,Synacor,Zimbra Collaboration Suite (ZCS),2025-02-25,Unknown
CVE-2024-49035,Microsoft,Partner Center,2025-02-25,Unknown
CVE-2024-20953,Oracle,Agile Product Lifecycle Management (PLM),2025-02-24,Unknown
CVE-2017-3066,Adobe,ColdFusion,2025-02-24,Unknown
CVE-2025-24989,Microsoft,Power Pages,2025-02-21,Unknown
CVE-2025-0111,Palo Alto Networks,PAN-OS,2025-02-20,Unknown
CVE-2025-23209,Craft CMS,Craft CMS,2025-02-20,Unknown
CVE-2025-0108,Palo Alto Networks,PAN-OS,2025-02-18,Unknown
CVE-2024-53704,SonicWall,SonicOS,2025-02-18,Known
CVE-2024-57727,SimpleHelp ,SimpleHelp,2025-02-13,Known
CVE-2025-24200,Apple,iOS and iPadOS,2025-02-12,Unknown
CVE-2024-41710,Mitel,SIP Phones,2025-02-12,Unknown
CVE-2024-40891,Zyxel,DSL CPE Devices,2025-02-11,Unknown
CVE-2024-40890,Zyxel,DSL CPE Devices,2025-02-11,Unknown
CVE-2025-21418,Microsoft,Windows,2025-02-11,Unknown
CVE-2025-21391,Microsoft,Windows,2025-02-11,Unknown
CVE-2025-0994,Trimble,Cityworks,2025-02-07,Unknown
CVE-2020-15069,Sophos,XG Firewall,2025-02-06,Unknown
